Zipcode,Year,Average House Price
30011,2013,122579.5833
30011,2014,146302.3333
30011,2015,152517.8333
30011,2016,164356.75
30011,2017,175420.5833
30011,2018,195386
30011,2019,206993.4167
30011,2020,223490.3333
30011,2021,249985.3333
30360,2013,217934.0833
30360,2014,246803.6667
30360,2015,261239.9167
30360,2016,284686.25
30360,2017,304890.9167
30360,2018,335853.75
30360,2019,355060.3333
30360,2020,371502.6667
30360,2021,404513
30656,2013,133590.8333
30656,2014,148694.5
30656,2015,161496.0833
30656,2016,170931.75
30656,2017,180993.0833
30656,2018,199835.1667
30656,2019,211994.3333
30656,2020,224402.5833
30656,2021,246049.3333
30107,2013,189893.25
30107,2014,205807.5833
30107,2015,211428.6667
30107,2016,226225
30107,2017,236764.5
30107,2018,257040.1667
30107,2019,274309.25
30107,2020,287256
30107,2021,321435.8333
30103,2013,108674
30103,2014,115942.75
30103,2015,123216.1667
30103,2016,131517
30103,2017,142773.8333
30103,2018,155460
30103,2019,169563.9167
30103,2020,178382.9167
30103,2021,196361.6667
30326,2013,349353.4167
30326,2014,394729
30326,2015,430050.75
30326,2016,440586.4167
30326,2017,457528.5
30326,2018,474082.9167
30326,2019,470961.3333
30326,2020,474096.4167
30326,2021,497045
30337,2013,101376.9167
30337,2014,119058.4167
30337,2015,136437.6667
30337,2016,153120.5833
30337,2017,166936
30337,2018,190424.1667
30337,2019,206147.5833
30337,2020,216856.9167
30337,2021,242480.3333
30110,2013,97822.66667
30110,2014,104232.75
30110,2015,110517.5833
30110,2016,116468.9167
30110,2017,123932.4167
30110,2018,133903.3333
30110,2019,145500.1667
30110,2020,153545.4167
30110,2021,162473.6667
30650,2013,161425.1667
30650,2014,173738
30650,2015,184517.75
30650,2016,195378.75
30650,2017,205304
30650,2018,221653.5833
30650,2019,236073.5833
30650,2020,245306.5
30650,2021,259158
30620,2013,115880.1667
30620,2014,139553.8333
30620,2015,147039
30620,2016,159142
30620,2017,171002.6667
30620,2018,188824.0833
30620,2019,200740.5
30620,2020,218124.6667
30620,2021,243945.5
30204,2013,79738.41667
30204,2014,84477
30204,2015,89635.83333
30204,2016,93594.41667
30204,2017,98442
30204,2018,105156.25
30204,2019,113479.5833
30204,2020,118905.3333
30204,2021,125521
30054,2013,119211.5
30054,2014,143850.3333
30054,2015,158598.3333
30054,2016,167368.1667
30054,2017,172376.8333
30054,2018,186904.5833
30054,2019,204863.4167
30054,2020,217556.3333
30054,2021,244323.8333
30268,2013,107434.3333
30268,2014,122957.3333
30268,2015,134053.75
30268,2016,144867.9167
30268,2017,157524.5833
30268,2018,172607.0833
30268,2019,185764.9167
30268,2020,200071.75
30268,2021,226472.5
30346,2013,212486.4167
30346,2014,269859.3333
30346,2015,297413.5833
30346,2016,351957.75
30346,2017,413124.25
30346,2018,469385.0833
30346,2019,483639.25
30346,2020,499599.6667
30346,2021,555979
31064,2013,99611.66667
31064,2014,105046
31064,2015,110202.5833
31064,2016,114536.75
31064,2017,119940.0833
31064,2018,130126.8333
31064,2019,140419.0833
31064,2020,147018.4167
31064,2021,155820.8333
30025,2013,125298.0833
30025,2014,144976.3333
30025,2015,157538.25
30025,2016,170958.9167
30025,2017,180027.9167
30025,2018,196378.4167
30025,2019,213436.4167
30025,2020,225415.4167
30025,2021,248101.6667
30666,2013,121282.5
30666,2014,144860.3333
30666,2015,151867.1667
30666,2016,163140.75
30666,2017,176719.75
30666,2018,194212.5
30666,2019,205293
30666,2020,224256.5833
30666,2021,246090.3333
30217,2013,85404.41667
30217,2014,91104.25
30217,2015,96529.66667
30217,2016,103680.0833
30217,2017,109057.25
30217,2018,119053.75
30217,2019,127913.8333
30217,2020,133842.0833
30217,2021,140071.6667
30290,2013,239158.4167
30290,2014,254979.0833
30290,2015,272917.5833
30290,2016,288268.25
30290,2017,302825.5
30290,2018,310188.25
30290,2019,328873.4167
30290,2020,342202.5
30290,2021,365298.3333
30187,2013,135177
30187,2014,156676.75
30187,2015,164110.75
30187,2016,170492.5833
30187,2017,182615.5833
30187,2018,199557.25
30187,2019,215591.75
30187,2020,228887.1667
30187,2021,261092.8333
30108,2013,85167.08333
30108,2014,92088.41667
30108,2015,103464
30108,2016,107199.4167
30108,2017,121308.3333
30108,2018,130826.5833
30108,2019,142750.3333
30108,2020,154804.75
30108,2021,172106.6667
30288,2013,57724.25
30288,2014,68627.83333
30288,2015,74974.16667
30288,2016,81132.75
30288,2017,89304.25
30288,2018,111995.6667
30288,2019,129659.4167
30288,2020,142546.5833
30288,2021,159519.3333
30002,2013,256100.1667
30002,2014,288353.4167
30002,2015,305734.8333
30002,2016,330173.4167
30002,2017,357398
30002,2018,396838.5833
30002,2019,412377.9167
30002,2020,416684.0833
30002,2021,451625.3333
30176,2013,80807.58333
30176,2014,86235.33333
30176,2015,92233.16667
30176,2016,96309.41667
30176,2017,101294.5833
30176,2018,109230.3333
30176,2019,119272.5
30176,2020,126394
30176,2021,132859.6667
30145,2013,115019.0833
30145,2014,122840.75
30145,2015,130489.1667
30145,2016,140260.3333
30145,2017,150867.5
30145,2018,164848.0833
30145,2019,179290.5
30145,2020,190335.8333
30145,2021,207567.6667
30184,2013,148291.8333
30184,2014,160248.9167
30184,2015,170574.25
30184,2016,181689
30184,2017,198551
30184,2018,217219.9167
30184,2019,231868.9167
30184,2020,243737.1667
30184,2021,270895.8333
30175,2013,130954.4167
30175,2014,141119.6667
30175,2015,150480.6667
30175,2016,159001
30175,2017,169577.4167
30175,2018,182381.9167
30175,2019,192996.75
30175,2020,200091.9167
30175,2021,215491.8333
30183,2013,203239.8333
30183,2014,216165.0833
30183,2015,214477.9167
30183,2016,236987.4167
30183,2017,244638.4167
30183,2018,265227.0833
30183,2019,285741.75
30183,2020,297998.3333
30183,2021,330832
30313,2013,195411
30313,2014,228419.3333
30313,2015,254676.0833
30313,2016,280016.8333
30313,2017,308608.3333
30313,2018,338244.9167
30313,2019,340370.1667
30313,2020,348496.0833
30313,2021,370912.3333
30113,2013,88294.25
30113,2014,94383.08333
30113,2015,100346.3333
30113,2016,105220
30113,2017,111719.9167
30113,2018,120609.5833
30113,2019,130259.6667
30113,2020,136877.8333
30113,2021,145080.1667
31816,2013,45686.91667
31816,2014,48840.66667
31816,2015,51713.91667
31816,2016,54328.66667
31816,2017,57104.33333
31816,2018,58858.83333
31816,2019,60061.41667
31816,2020,61618.16667
31816,2021,64811
30363,2013,227572.5
30363,2014,253034.8333
30363,2015,271333
30363,2016,302469.5833
30363,2017,332069.3333
30363,2018,350083.9167
30363,2019,370978.5
30363,2020,376239.3333
30363,2021,398887.5
30292,2013,133894
30292,2014,144846.1667
30292,2015,154141.5833
30292,2016,161204
30292,2017,175388
30292,2018,191963.1667
30292,2019,206074.75
30292,2020,218330.1667
30292,2021,232452.5
30220,2013,89661.75
30220,2014,100393.6667
30220,2015,111383.5833
30220,2016,119247.6667
30220,2017,126944.8333
30220,2018,139045
30220,2019,147776.8333
30220,2020,157503.6667
30220,2021,172082
30222,2013,67983.75
30222,2014,74035.16667
30222,2015,78719
30222,2016,84264.75
30222,2017,90432.91667
30222,2018,96122.33333
30222,2019,98541.5
30222,2020,102871.0833
30222,2021,106838.8333
30295,2013,115778.25
30295,2014,124035.4167
30295,2015,131865.1667
30295,2016,139605.1667
30295,2017,148212.5833
30295,2018,161063.0833
30295,2019,173020.3333
30295,2020,180405.5
30295,2021,190570.1667
30257,2013,111142.4167
30257,2014,118371.4167
30257,2015,125110.9167
30257,2016,131334.4167
30257,2017,139237.6667
30257,2018,151052.3333
30257,2019,162243.3333
30257,2020,169713.5
30257,2021,179161.3333
30079,2013,107374.9167
30079,2014,123153.8333
30079,2015,132009.8333
30079,2016,137304.9167
30079,2017,155391.0833
30079,2018,181614.25
30079,2019,195813.1667
30079,2020,206428.75
30079,2021,227454
30185,2013,95990.16667
30185,2014,105700.0833
30185,2015,122199.5833
30185,2016,131344.25
30185,2017,146279.8333
30185,2018,165055.9167
30185,2019,180347.5
30185,2020,196591.25
30185,2021,214188.8333
30178,2013,125056.4167
30178,2014,136068.75
30178,2015,148485.0833
30178,2016,157450.9167
30178,2017,171623.4167
30178,2018,189485.8333
30178,2019,208025.75
30178,2020,212942.1667
30178,2021,236600
30055,2013,141540.1667
30055,2014,159147.8333
30055,2015,172167
30055,2016,182568.5833
30055,2017,187207.25
30055,2018,200718.75
30055,2019,223785.1667
30055,2020,233427.8333
30055,2021,250701.5
30259,2013,176507.25
30259,2014,189224.4167
30259,2015,198089.4167
30259,2016,206576.75
30259,2017,212099.8333
30259,2018,226545.1667
30259,2019,240011.5
30259,2020,254223.0833
30259,2021,281547.3333
30205,2013,240429.25
30205,2014,258259.5833
30205,2015,269267.9167
30205,2016,289108.5
30205,2017,312042.9167
30205,2018,327078.25
30205,2019,347277
30205,2020,372264.75
30205,2021,391598.8333
30663,2013,159850.4167
30663,2014,172515.4167
30663,2015,185235.0833
30663,2016,199970.1667
30663,2017,211231.3333
30663,2018,227282.0833
30663,2019,243851.1667
30663,2020,253208.1667
30663,2021,267220.8333
30170,2013,104612.6667
30170,2014,113486
30170,2015,125196.3333
30170,2016,135023.75
30170,2017,147097.3333
30170,2018,160207.5
30170,2019,176166.6667
30170,2020,189064.5833
30170,2021,201388.5
30293,2013,64498.25
30293,2014,70315.91667
30293,2015,74619.16667
30293,2016,78041.91667
30293,2017,82500.41667
30293,2018,87456.5
30293,2019,91130.5
30293,2020,93644.25
30293,2021,98939
30625,2013,225305.4167
30625,2014,241852.75
30625,2015,257272.3333
30625,2016,271702.25
30625,2017,285406.0833
30625,2018,302687.5833
30625,2019,319840.5
30625,2020,331374.5
30625,2021,347999
30303,2013,106526.5
30303,2014,123386.5
30303,2015,136397
30303,2016,153709.4167
30303,2017,169972.25
30303,2018,199052
30303,2019,220015.1667
30303,2020,242828.25
30303,2021,259402.6667
30182,2013,89080
30182,2014,93302.91667
30182,2015,101842
30182,2016,110776.1667
30182,2017,122404.8333
30182,2018,131968.25
30182,2019,144048.9167
30182,2020,155161.75
30182,2021,170427.1667
30206,2013,120924
30206,2014,129807.1667
30206,2015,137571.1667
30206,2016,145447.75
30206,2017,155603.0833
30206,2018,168903.8333
30206,2019,182867.5
30206,2020,192368.1667
30206,2021,203466
30256,2013,119974.1667
30256,2014,129024.9167
30256,2015,136123.1667
30256,2016,143590
30256,2017,150067.6667
30256,2018,162763.8333
30256,2019,174554
30256,2020,182126.9167
30256,2021,191307
30056,2013,116775.3333
30056,2014,135611.0833
30056,2015,148863
30056,2016,158609.4167
30056,2017,162915.25
30056,2018,175253.0833
30056,2019,195077.5833
30056,2020,203918.6667
30056,2021,218353.6667
30258,2013,107018.3333
30258,2014,114834.1667
30258,2015,121564.5
30258,2016,126640.3333
30258,2017,134612.5
30258,2018,144429.6667
30258,2019,156039.5833
30258,2020,163285.8333
30258,2021,171900.8333
30251,2013,87270.41667
30251,2014,93814.83333
30251,2015,98868.16667
30251,2016,103763.3333
30251,2017,110526.5
30251,2018,119134.5833
30251,2019,125257.4167
30251,2020,131407.9167
30251,2021,139598.8333
30072,2013,110813.4167
30072,2014,131716.25
30072,2015,123280.1667
30072,2016,136219.1667
30072,2017,158376.8333
30072,2018,171134.6667
30072,2019,180869.4167
30072,2020,191079.4167
30072,2021,209804.6667
31830,2013,86517.41667
31830,2014,93000.41667
31830,2015,98721.58333
31830,2016,106432.0833
31830,2017,111648.8333
31830,2018,119485.5833
31830,2019,122462.3333
31830,2020,123981.9167
31830,2021,127394.8333
30218,2013,91891.41667
30218,2014,98670.83333
30218,2015,104076.6667
30218,2016,109265.5833
30218,2017,115402.5833
30218,2018,123355.1667
30218,2019,129091.8333
30218,2020,133217.75
30218,2021,140125.6667
30336,2013,94607.16667
30336,2014,102006.0833
30336,2015,118650.5
30336,2016,127210
30336,2017,154782.1667
30336,2018,173528.8333
30336,2019,185748.9167
30336,2020,202008.4167
30336,2021,216348.1667
30234,2013,95847.16667
30234,2014,101785
30234,2015,105212.4167
30234,2016,108013.3333
30234,2017,111682
30234,2018,118780.5833
30234,2019,127474.1667
30234,2020,132792.8333
30234,2021,139089.8333
30641,2013,160104.8333
30641,2014,177637.5
30641,2015,189258.3333
30641,2016,202058.5833
30641,2017,215351.1667
30641,2018,238403.3333
30641,2019,254557.3333
30641,2020,268992.5
30641,2021,291638
30216,2013,61547.5
30216,2014,66716.5
30216,2015,69810.91667
30216,2016,72066.91667
30216,2017,74735.58333
30216,2018,77706.5
30216,2019,83989.75
30216,2020,87403.5
30216,2021,90806.5
30137,2013,99726.33333
30137,2014,104906
30137,2015,101154.0833
30137,2016,112060.3333
30137,2017,123611.0833
30137,2018,140997.0833
30137,2019,162484.3333
30137,2020,176856.8333
30137,2021,194818.8333
30148,2013,136524.9167
30148,2014,146258.1667
30148,2015,155769.8333
30148,2016,165206
30148,2017,172149.25
30148,2018,186868.0833
30148,2019,199114.0833
30148,2020,206416.4167
30148,2021,218994
30250,2015,125981
30250,2016,118601.8333
30250,2017,109298.0833
30250,2018,113505.5
30250,2019,138998.75
30250,2020,163703.6667
30250,2021,180410.5
31085,2013,103190.5833
31085,2014,108808.5
31085,2015,114527.4167
31085,2016,118115.0833
31085,2017,124175.3333
31085,2018,137876.1667
31085,2019,148746.5
31085,2020,156219.0833
31085,2021,166881
31038,2013,80905.58333
31038,2014,86372.66667
31038,2015,92126.41667
31038,2016,96292
31038,2017,101408.4167
31038,2018,108629.5
31038,2019,114208.8333
31038,2020,119228.0833
31038,2021,126306.3333
30177,2013,96778.25
30177,2014,104894.6667
30177,2015,113541.25
30177,2016,121316.75
30177,2017,126639.3333
30177,2018,135101.4167
30177,2019,144435.6667
30177,2020,150283.5833
30177,2021,157063.3333
30111,2013,83581.75
30111,2014,97421
30111,2015,107658.3333
30111,2016,110629.9167
30111,2017,128095
30111,2018,137992.8333
30111,2019,146334.5833
30111,2020,155955.0833
30111,2021,181122.5
30623,2013,129216.25
30623,2014,139931.5833
30623,2015,147842.75
30623,2016,155512.75
30623,2017,152935.75
30623,2018,154517.5
30623,2019,166635.8333
30623,2020,174269.0833
30623,2021,185442.5
30151,2013,38030.58333
30151,2014,37176.25
30151,2015,38102.16667
30151,2016,40634.66667
30151,2017,45850.5
30151,2018,51037.33333
30151,2019,63235
30151,2020,64874
30151,2021,65891.5
30289,2013,184235.9167
30289,2014,202560.6667
30289,2015,210094.4167
30289,2016,212571.1667
30289,2017,227717.25
30289,2018,248117.6667
30289,2019,265698.8333
30289,2020,274646.1667
30289,2021,305592
