Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count
00982,14346.0,44.8,24895.0,13184.0,5602.0
00983,33947.0,40.8,25750.0,14541.0,11674.0
00985,31682.0,43.6,26156.0,13515.0,10656.0
00987,54241.0,41.2,32555.0,17530.0,14987.0
01001,17312.0,46.1,63949.0,36540.0,1416.0
01002,30014.0,23.4,61159.0,30847.0,6447.0
01003,11357.0,19.9,2499.0,4378.0,69.0
01005,5128.0,48.1,67302.0,37464.0,427.0
01007,15005.0,42.3,91191.0,41753.0,907.0
01008,1140.0,54.0,76333.0,40146.0,48.0
01009,261.0,53.4,80714.0,35649.0,67.0
01010,3658.0,46.8,70063.0,36656.0,210.0
01011,1430.0,47.8,76500.0,32417.0,137.0
01012,585.0,54.1,67321.0,38399.0,43.0
01013,22733.0,35.7,43808.0,25552.0,4235.0
01020,30108.0,44.5,60561.0,31081.0,2781.0
01022,2586.0,33.6,46488.0,26787.0,546.0
01026,933.0,50.1,58438.0,32040.0,90.0
01027,17818.0,45.0,67119.0,37220.0,1533.0
01028,16242.0,45.5,87748.0,40984.0,751.0
01029,538.0,47.8,87727.0,41468.0,26.0
01030,11384.0,47.0,76000.0,38722.0,803.0
01031,1135.0,46.2,38173.0,29001.0,220.0
01032,495.0,54.6,68750.0,38179.0,39.0
01033,6322.0,47.5,96979.0,45998.0,238.0
01034,2186.0,46.6,87750.0,38136.0,190.0
01035,5319.0,48.9,74364.0,46151.0,349.0
01036,5178.0,51.5,91646.0,43369.0,130.0
01037,747.0,32.3,80556.0,37060.0,54.0
01038,2734.0,49.9,72045.0,40071.0,122.0
01039,1207.0,55.0,94191.0,51111.0,47.0
01040,40241.0,35.2,40769.0,23931.0,11471.0
01050,2438.0,45.8,67750.0,34872.0,209.0
01053,1593.0,54.8,60823.0,33144.0,312.0
01054,2001.0,47.5,90978.0,50069.0,131.0
01056,21291.0,44.1,73458.0,33412.0,1777.0
01057,8824.0,47.3,83008.0,39550.0,547.0
01060,15948.0,35.1,61798.0,38081.0,1966.0
01062,10364.0,47.2,75179.0,40428.0,1129.0
01063,611.0,20.4,-666666666.0,4081.0,0.0
01066,31.0,-666666666.0,-666666666.0,,0.0
01068,1833.0,49.3,88571.0,38660.0,81.0
01069,8556.0,46.5,63750.0,34502.0,638.0
01070,648.0,52.0,60000.0,41123.0,44.0
01071,1318.0,45.6,75592.0,34003.0,75.0
01072,1478.0,47.3,80625.0,39439.0,129.0
01073,6144.0,47.9,104577.0,47307.0,152.0
01074,411.0,24.9,86414.0,20074.0,71.0
01075,17703.0,39.1,69346.0,35315.0,1462.0
01077,9720.0,47.3,73776.0,38714.0,741.0
01079,781.0,45.4,31594.0,30202.0,0.0
01080,2709.0,32.6,65741.0,26380.0,674.0
01081,1883.0,42.6,69250.0,31950.0,106.0
01082,10580.0,43.6,56637.0,30819.0,1333.0
01083,3094.0,38.0,60323.0,25875.0,405.0
01084,168.0,51.5,75938.0,36392.0,12.0
01085,41780.0,39.9,68042.0,33303.0,2771.0
01086,363.0,19.2,-666666666.0,1864.0,0.0
01088,509.0,35.4,54286.0,29819.0,91.0
01089,28609.0,41.0,53053.0,34222.0,3227.0
01092,1278.0,33.1,108725.0,40646.0,71.0
01093,313.0,52.3,91563.0,52854.0,25.0
01094,387.0,61.2,-666666666.0,25760.0,33.0
01095,14728.0,46.3,108965.0,49044.0,394.0
01096,2443.0,47.8,82574.0,42844.0,191.0
01097,56.0,17.3,-666666666.0,12055.0,40.0
01098,1263.0,51.6,80192.0,43675.0,78.0
01103,2332.0,40.0,26135.0,25347.0,992.0
01104,23740.0,35.4,34937.0,21765.0,5596.0
01105,11841.0,31.4,19427.0,14174.0,5844.0
01106,15987.0,44.8,121141.0,57925.0,337.0
01107,11562.0,26.9,26258.0,15056.0,4985.0
01108,27054.0,33.1,43235.0,22090.0,7201.0
01109,30383.0,28.8,35339.0,16408.0,7559.0
01118,14830.0,37.4,63571.0,30991.0,2505.0
01119,13681.0,36.6,46985.0,24000.0,2366.0
01128,2541.0,49.6,61659.0,36658.0,167.0
01129,6941.0,40.6,58621.0,31146.0,1029.0
01151,9032.0,33.3,43128.0,21099.0,1858.0
01199,0.0,-666666666.0,-666666666.0,-666666666.0,0.0
01201,44458.0,44.7,52223.0,32549.0,5706.0
01220,8179.0,44.6,53223.0,32425.0,913.0
01222,807.0,44.3,58646.0,33494.0,87.0
01223,2443.0,52.2,75250.0,40917.0,156.0
01224,125.0,50.0,77717.0,65415.0,29.0
01225,3105.0,51.1,71081.0,37241.0,224.0
01226,6769.0,50.7,68915.0,41140.0,320.0
01229,91.0,63.5,-666666666.0,22895.0,0.0
01230,8525.0,49.6,69328.0,37722.0,569.0
01235,2567.0,51.1,63947.0,35869.0,286.0
01236,1311.0,41.8,64048.0,43077.0,53.0
01237,2488.0,51.2,67625.0,33752.0,202.0
01238,5814.0,46.6,73333.0,36879.0,304.0
01240,4453.0,59.1,68393.0,53085.0,220.0
01242,471.0,32.0,-666666666.0,28795.0,4.0
01243,268.0,61.2,49643.0,42265.0,11.0
01244,132.0,62.1,51538.0,30270.0,0.0
01245,836.0,56.8,80417.0,59396.0,43.0
01247,15466.0,43.2,44721.0,26466.0,2540.0
01253,769.0,59.7,85417.0,53816.0,32.0
01254,902.0,59.3,91484.0,73078.0,54.0
01255,891.0,48.6,71023.0,36236.0,35.0
01256,680.0,52.3,58125.0,34177.0,47.0
01257,2017.0,53.2,100909.0,57523.0,167.0
01258,488.0,50.1,67500.0,36030.0,39.0
01259,540.0,59.4,68438.0,59950.0,48.0
01260,427.0,44.7,118508.0,37690.0,32.0
01262,1005.0,59.4,29659.0,36541.0,200.0
01264,206.0,55.5,71250.0,50757.0,42.0
01266,1295.0,55.9,73906.0,48268.0,70.0
01267,7753.0,31.2,83939.0,33614.0,561.0
01270,796.0,51.3,85417.0,47879.0,50.0
01301,17617.0,43.8,50889.0,32557.0,1920.0
01330,1276.0,55.2,70761.0,45504.0,127.0
01331,13486.0,43.8,57987.0,28184.0,1735.0
01337,2532.0,50.5,66771.0,36337.0,198.0
01338,113.0,60.4,60347.0,28024.0,17.0
01339,1371.0,52.2,64813.0,35278.0,141.0
01340,1779.0,52.8,62500.0,34087.0,204.0
01341,1929.0,51.1,96563.0,55329.0,36.0
01342,1259.0,41.7,85341.0,30336.0,253.0
01343,78.0,43.0,71625.0,25935.0,4.0
01344,1380.0,45.5,62727.0,28845.0,159.0
01346,471.0,53.0,69375.0,32870.0,15.0
01347,154.0,29.0,53846.0,34416.0,30.0
01349,1391.0,38.2,65536.0,27229.0,52.0
01350,87.0,57.1,28750.0,26093.0,13.0
01351,2114.0,48.3,81042.0,39893.0,159.0
01354,1596.0,48.8,67917.0,40218.0,137.0
01355,931.0,53.9,65875.0,36531.0,50.0
01360,2981.0,48.3,75875.0,39819.0,130.0
01364,7729.0,45.8,50890.0,27759.0,764.0
01366,1188.0,51.9,71484.0,38959.0,48.0
01367,639.0,39.2,63750.0,28031.0,108.0
01368,1377.0,50.7,76250.0,35816.0,108.0
01370,3852.0,52.5,62966.0,41266.0,395.0
01373,4854.0,50.7,78382.0,48051.0,200.0
01375,3647.0,34.1,55625.0,38897.0,471.0
01376,5013.0,45.7,40913.0,26967.0,689.0
01378,792.0,54.8,59375.0,30445.0,55.0
01379,829.0,50.3,53750.0,31259.0,100.0
01420,40702.0,35.5,57207.0,27007.0,6096.0
01430,6297.0,39.2,95037.0,39119.0,108.0
01431,3220.0,45.9,97958.0,40389.0,151.0
01432,7699.0,41.7,94375.0,47324.0,514.0
01434,1969.0,43.1,92426.0,24118.0,186.0
01436,3374.0,43.2,73169.0,37038.0,127.0
01438,694.0,30.8,119808.0,33770.0,32.0
01440,20610.0,41.0,49679.0,28208.0,2698.0
01450,11313.0,45.6,129085.0,58468.0,426.0
01451,4731.0,46.4,162619.0,70797.0,107.0
01452,4708.0,46.1,91734.0,37857.0,292.0
01453,41647.0,40.5,61887.0,33746.0,5186.0
01460,10071.0,44.7,123413.0,55083.0,475.0
01462,11402.0,44.3,103228.0,44134.0,650.0
01463,12105.0,44.0,104130.0,47279.0,603.0
01464,7633.0,47.2,76875.0,35543.0,278.0
01467,276.0,57.1,-666666666.0,57688.0,0.0
01468,4062.0,46.0,73246.0,42111.0,192.0
01469,7670.0,40.5,91964.0,40677.0,275.0
01473,7766.0,44.3,100972.0,44228.0,198.0
01474,1803.0,51.1,90302.0,51399.0,81.0
01475,10825.0,37.8,80267.0,32312.0,1112.0
01501,16619.0,45.0,85432.0,42126.0,512.0
01503,3182.0,49.7,99297.0,49929.0,134.0
01504,9263.0,41.7,95375.0,40889.0,352.0
01505,4623.0,45.2,97591.0,48655.0,175.0
01506,3441.0,44.0,70338.0,36953.0,107.0
01507,13550.0,43.3,101111.0,42727.0,646.0
01510,13935.0,37.2,67634.0,33796.0,1127.0
01515,2040.0,37.8,82946.0,34840.0,112.0
01516,8859.0,44.1,99943.0,43562.0,309.0
01518,3947.0,38.3,72470.0,37510.0,238.0
01519,7042.0,41.7,109670.0,49031.0,305.0
01520,15781.0,43.2,109529.0,48778.0,532.0
01521,2630.0,45.5,82179.0,38601.0,131.0
01522,3270.0,44.3,108036.0,45049.0,260.0
01523,7794.0,39.2,93385.0,33269.0,276.0
01524,6654.0,42.3,81042.0,36011.0,505.0
01525,544.0,27.5,40947.0,20550.0,61.0
01527,13732.0,44.9,85781.0,42500.0,592.0
01529,3256.0,41.3,79129.0,38338.0,233.0
01531,1211.0,48.8,91125.0,38676.0,131.0
01532,15056.0,43.4,128613.0,60688.0,389.0
01534,6296.0,45.2,102284.0,45059.0,335.0
01535,4774.0,44.2,78750.0,37047.0,161.0
01536,7576.0,39.7,109329.0,47453.0,674.0
01537,2201.0,38.7,64975.0,33309.0,213.0
01540,11581.0,39.7,77184.0,34735.0,973.0
01541,3455.0,49.7,136083.0,60843.0,165.0
01542,2567.0,40.4,106250.0,39049.0,41.0
01543,8685.0,39.2,107928.0,39751.0,255.0
01545,37086.0,41.9,105014.0,48516.0,1459.0
01550,16887.0,39.3,51270.0,26661.0,3460.0
01560,4396.0,39.2,88750.0,47011.0,208.0
01561,209.0,67.4,-666666666.0,41971.0,0.0
01562,11928.0,45.7,72821.0,34389.0,969.0
01564,8091.0,46.8,121458.0,54066.0,229.0
01566,5592.0,46.3,86731.0,42860.0,286.0
01568,7894.0,42.4,128796.0,56909.0,199.0
01569,14025.0,42.4,107740.0,41546.0,1069.0
01570,16973.0,42.2,62281.0,32001.0,1582.0
01571,11723.0,38.4,69071.0,31747.0,594.0
01581,19037.0,38.8,112153.0,55718.0,870.0
01583,7693.0,42.2,90688.0,35560.0,523.0
01585,4569.0,46.2,63182.0,34634.0,185.0
01588,9750.0,38.1,76250.0,34749.0,560.0
01590,9404.0,44.1,104710.0,48029.0,268.0
01602,22900.0,41.5,64942.0,36792.0,2778.0
01603,19731.0,36.1,42904.0,24415.0,3885.0
01604,38191.0,34.7,55665.0,29183.0,6114.0
01605,28533.0,32.6,40390.0,23003.0,7398.0
01606,19896.0,41.3,65708.0,35354.0,2064.0
01607,8167.0,39.2,39928.0,25319.0,1438.0
01608,4471.0,28.2,31384.0,17598.0,1909.0
01609,21628.0,33.2,45992.0,31337.0,3856.0
01610,22023.0,27.8,33695.0,18452.0,4912.0
01611,2277.0,44.1,98140.0,39661.0,119.0
01612,4900.0,37.5,120469.0,43878.0,130.0
01701,32590.0,45.8,111209.0,53783.0,1411.0
01702,39799.0,34.9,65154.0,33572.0,4419.0
01718,790.0,39.6,170789.0,50593.0,54.0
01719,5561.0,43.2,115395.0,59544.0,249.0
01720,22791.0,44.1,141265.0,64174.0,713.0
01721,17710.0,42.0,124130.0,55890.0,682.0
01730,14070.0,42.4,128354.0,63037.0,394.0
01731,2059.0,24.6,107778.0,30715.0,0.0
01740,5299.0,43.0,173024.0,62060.0,60.0
01741,5224.0,50.7,195889.0,91161.0,178.0
01742,19121.0,45.8,152240.0,72123.0,626.0
01745,595.0,35.2,127700.0,70555.0,0.0
01746,14724.0,42.2,135340.0,60245.0,301.0
01747,5947.0,45.0,108294.0,42950.0,238.0
01748,17598.0,40.6,157353.0,68734.0,637.0
01749,19887.0,44.0,91706.0,44037.0,945.0
01752,39736.0,39.8,80943.0,41467.0,2217.0
01754,10754.0,41.7,105254.0,50946.0,407.0
01756,6115.0,43.7,125945.0,51455.0,75.0
01757,28883.0,39.4,83243.0,38098.0,2896.0
01760,35761.0,41.1,115446.0,61216.0,1036.0
01770,4316.0,46.6,198681.0,79596.0,252.0
01772,9526.0,44.1,148409.0,69723.0,301.0
01773,4884.0,54.6,140125.0,92911.0,307.0
01775,7133.0,42.0,148235.0,60265.0,246.0
01776,19122.0,44.2,191310.0,79112.0,470.0
01778,14088.0,44.0,185906.0,82217.0,411.0
01801,40359.0,40.0,90969.0,43844.0,2511.0
01803,27650.0,41.1,118721.0,51248.0,1039.0
01810,35816.0,42.4,151334.0,68368.0,1398.0
01821,32797.0,41.1,106141.0,42310.0,1154.0
01824,25754.0,44.7,126081.0,54114.0,831.0
01826,31294.0,40.0,90000.0,38359.0,2018.0
01827,3366.0,45.2,135909.0,56854.0,99.0
01830,26305.0,37.3,65224.0,33652.0,3150.0
01832,23270.0,36.4,66961.0,32934.0,2759.0
01833,8695.0,43.4,128466.0,53243.0,273.0
01834,6780.0,45.8,103125.0,44709.0,189.0
01835,13958.0,36.5,76538.0,36057.0,1927.0
01840,5573.0,35.2,24045.0,19509.0,1790.0
01841,49367.0,31.4,43411.0,18428.0,10988.0
01843,25002.0,32.7,56680.0,25956.0,4041.0
01844,50282.0,40.7,77484.0,35387.0,4611.0
01845,30842.0,38.9,108070.0,54939.0,1670.0
01850,16151.0,31.2,52827.0,22842.0,3004.0
01851,30686.0,33.7,60596.0,26605.0,4668.0
01852,35532.0,37.1,59037.0,30734.0,6331.0
01854,28937.0,29.6,53322.0,24527.0,6165.0
01860,6890.0,47.7,84609.0,44616.0,231.0
01862,10623.0,43.5,96514.0,37638.0,384.0
01863,9372.0,43.9,100672.0,48358.0,440.0
01864,15581.0,43.8,128651.0,56981.0,468.0
01867,25077.0,43.3,132948.0,54409.0,700.0
01876,30878.0,44.6,102934.0,45272.0,1538.0
01879,12443.0,42.7,113489.0,48682.0,580.0
01880,26720.0,44.0,100693.0,52350.0,1060.0
01886,24342.0,43.2,144917.0,56057.0,500.0
01887,23377.0,42.1,125922.0,49605.0,665.0
01890,22738.0,42.8,169623.0,79752.0,516.0
01901,2135.0,36.0,24446.0,21429.0,605.0
01902,49641.0,33.2,46224.0,23809.0,9621.0
01904,17294.0,38.0,81788.0,35278.0,1270.0
01905,24580.0,34.4,62927.0,25370.0,4015.0
01906,28222.0,47.1,88630.0,39795.0,2748.0
01907,15278.0,45.0,112761.0,55965.0,462.0
01908,3502.0,52.3,97778.0,64235.0,82.0
01913,17434.0,43.9,82468.0,42607.0,1085.0
01915,41885.0,40.4,80586.0,45803.0,3598.0
01921,8282.0,46.6,184007.0,79705.0,18.0
01922,3910.0,45.9,128083.0,58138.0,416.0
01923,27406.0,44.6,89250.0,44221.0,1798.0
01929,3745.0,46.1,106283.0,48879.0,243.0
01930,30162.0,50.9,72574.0,43321.0,2991.0
01937,180.0,37.7,-666666666.0,11119.0,125.0
01938,13963.0,48.4,93212.0,52393.0,1054.0
01940,13474.0,43.2,119602.0,62808.0,311.0
01944,5383.0,48.9,148854.0,74989.0,175.0
01945,20500.0,47.9,123333.0,69148.0,905.0
01949,9872.0,42.9,125204.0,52896.0,249.0
01950,18077.0,48.9,109839.0,64018.0,1059.0
01951,3150.0,52.7,95345.0,57539.0,208.0
01952,9379.0,46.8,81626.0,43235.0,600.0
01960,52628.0,45.9,73290.0,40078.0,4515.0
01966,7231.0,56.1,85208.0,51122.0,483.0
01969,6372.0,45.8,115909.0,54885.0,274.0
01970,43033.0,37.0,68860.0,38441.0,6093.0
01982,8031.0,41.1,127813.0,49347.0,932.0
01983,6568.0,44.6,136863.0,53853.0,295.0
01984,5240.0,28.3,128056.0,53992.0,76.0
01985,4631.0,49.7,149167.0,62617.0,202.0
02019,17108.0,40.7,101477.0,45601.0,537.0
02021,23369.0,42.6,105919.0,53633.0,939.0
02025,8484.0,44.0,145679.0,82112.0,387.0
02026,25265.0,42.9,100680.0,52961.0,1084.0
02030,6044.0,45.2,250001.0,125777.0,53.0
02032,4194.0,42.7,155474.0,57449.0,189.0
02035,17727.0,42.4,96062.0,50396.0,1048.0
02038,33256.0,41.1,122607.0,53944.0,1294.0
02043,23652.0,45.6,142435.0,78301.0,741.0
02045,10455.0,53.5,88476.0,52621.0,498.0
02047,97.0,48.4,45655.0,43744.0,0.0
02048,23947.0,39.3,120613.0,53038.0,761.0
02050,26222.0,45.5,102249.0,48971.0,1712.0
02052,12841.0,41.8,160963.0,68444.0,404.0
02053,13325.0,41.6,132823.0,56393.0,629.0
02054,8233.0,45.4,106164.0,46641.0,127.0
02056,11309.0,41.8,151279.0,50416.0,109.0
02061,11054.0,42.2,157987.0,62400.0,327.0
02062,29306.0,40.8,90133.0,45102.0,2350.0
02066,18239.0,49.2,130893.0,66062.0,539.0
02067,18508.0,42.7,141596.0,67040.0,280.0
02071,1526.0,38.7,110809.0,17018.0,37.0
02072,28639.0,44.8,83519.0,38513.0,2072.0
02081,19904.0,40.8,117535.0,52629.0,731.0
02090,16154.0,44.6,160329.0,71536.0,371.0
02093,11823.0,43.4,126613.0,54617.0,436.0
02108,4454.0,36.1,146958.0,106869.0,384.0
02109,4190.0,33.4,163173.0,118372.0,455.0
02110,2314.0,55.0,142869.0,187336.0,217.0
02111,7926.0,32.9,53596.0,55899.0,1756.0
02113,6966.0,29.8,100483.0,77416.0,574.0
02114,13335.0,33.2,96563.0,82443.0,1338.0
02115,28652.0,21.9,43144.0,29189.0,5335.0
02116,23157.0,35.3,110280.0,108943.0,2348.0
02118,28262.0,34.5,67805.0,66254.0,6599.0
02119,27818.0,33.6,31900.0,23422.0,8221.0
02120,15188.0,24.3,38300.0,20472.0,5233.0
02121,30159.0,33.0,32500.0,21212.0,9668.0
02122,24485.0,34.8,60313.0,31621.0,4488.0
02124,56649.0,33.7,58105.0,29337.0,12044.0
02125,34847.0,32.4,57649.0,33620.0,7613.0
02126,29620.0,36.4,55024.0,27451.0,6041.0
02127,37634.0,31.5,109149.0,63655.0,5356.0
02128,47263.0,33.5,60579.0,31473.0,7548.0
02129,19890.0,35.4,128403.0,75339.0,2859.0
02130,40749.0,34.9,94733.0,52636.0,5375.0
02131,34419.0,38.5,80578.0,38647.0,3678.0
02132,27801.0,45.3,103337.0,50767.0,1411.0
02134,19907.0,27.4,62614.0,38494.0,4946.0
02135,44951.0,30.0,78416.0,43482.0,7428.0
02136,35213.0,39.1,69262.0,31643.0,4984.0
02138,38504.0,29.4,105065.0,61017.0,2942.0
02139,38715.0,29.7,105061.0,54479.0,3816.0
02140,21490.0,33.5,103738.0,59659.0,3178.0
02141,14522.0,31.3,84142.0,53485.0,2512.0
02142,3676.0,30.9,121484.0,94000.0,358.0
02143,25327.0,31.5,98374.0,54136.0,2988.0
02144,24818.0,30.7,113958.0,59115.0,2770.0
02145,28402.0,33.4,83208.0,39935.0,3228.0
02148,60984.0,34.6,65975.0,33122.0,9400.0
02149,46118.0,35.9,65528.0,28417.0,5798.0
02150,39983.0,33.3,56737.0,25276.0,7162.0
02151,53701.0,39.2,62605.0,30593.0,6786.0
02152,18542.0,44.9,74069.0,44642.0,1622.0
02155,59735.0,34.1,96486.0,48412.0,4835.0
02163,2621.0,26.9,53214.0,31922.0,293.0
02169,56523.0,38.6,72537.0,40107.0,7016.0
02170,19848.0,41.2,83734.0,40483.0,1808.0
02171,17836.0,41.0,84034.0,49060.0,1678.0
02176,28113.0,41.3,106955.0,55422.0,1134.0
02180,23223.0,43.8,101549.0,51116.0,1162.0
02184,37220.0,41.5,96522.0,44618.0,1693.0
02186,27572.0,39.5,133718.0,56473.0,1204.0
02188,15831.0,40.2,86285.0,42255.0,576.0
02189,15296.0,41.3,76157.0,39306.0,1233.0
02190,17247.0,43.3,95563.0,46314.0,933.0
02191,8360.0,48.6,78517.0,42797.0,621.0
02199,1157.0,40.6,83464.0,117111.0,226.0
02203,30.0,-666666666.0,-666666666.0,,0.0
02210,3715.0,37.2,170588.0,155789.0,59.0
02215,25770.0,21.8,45856.0,29238.0,4802.0
02301,63420.0,35.2,52373.0,25568.0,10593.0
02302,32174.0,37.3,70191.0,31128.0,3357.0
02322,4500.0,40.0,85200.0,33545.0,440.0
02324,27436.0,34.5,95675.0,34047.0,2129.0
02330,11720.0,45.2,70959.0,35367.0,727.0
02332,15812.0,46.5,128173.0,61791.0,664.0
02333,14466.0,37.8,90528.0,36346.0,909.0
02338,7842.0,41.7,92774.0,39556.0,388.0
02339,14459.0,41.9,127981.0,54290.0,437.0
